#	الرمزُ الحالي	الاسمُ المقترحُ domain.resource.action	الفعل	الإدارة	الشاشة	الفاعل	ما يُكتب	الحدث	المستهلك	الأثر	العكس	①معنًى	②alias	③مالك	④مصدر	⑤معالج	⑥عكسٌ ماليّ	⑦دائرية	⑧الكود	حاجب	حالةُ الربط
11	asset.assign	ops.asset.assign	تخصيصُ معدةٍ لموقع	إدارة التشغيل	توزيع المعدات والمشغّلين	مديرُ التشغيل	assignments · equipment.location	EquipmentAssigned	الموقع · القوى · النقل · الأسطول	المعدةُ تظهر في لوحة الموقع · وتُطلب رحلةُ ترحيلٍ إن اختلف الموقع · وتُطلب موافقةُ القوى	إنهاءُ تخصيصٍ بتاريخٍ وسبب	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
12	operator.swap	ops.operator.execute	تبديلُ مشغّلٍ على معدة	إدارة التشغيل	توزيع المعدات والمشغّلين	مديرُ التشغيل	operator_assignments · approvals	OperatorSwapRequested	القوى · الموارد · الموقع	لا يقع التبديلُ قبل موافقة القوى · وبعدها يتغير التايم شيت والاستحقاق والحافز	إلغاءُ الطلب أو عكسُ التبديل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
13	unit.save	site.unit.execute	حفظُ صف الوحدة	إدارة الموقع	تسجيل التايم شيت والإنتاج	مدخلُ الساعات	unit_records · unit_periods	UnitDraftSaved	الموقعُ وحدَه	مسودةٌ — لا أثرَ ماليًّا ولا تشغيليًّا	تعديلٌ حرٌّ قبل الرفع	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
14	unit.submit	site.unit.submit	رفعُ اليوم للاعتماد	إدارة الموقع	تسجيل التايم شيت والإنتاج	مدخلُ الساعات	unit_records.state	UnitSubmitted	مديرُ الموقع	الحلقةُ الأولى تُفتح · وقفلُ التعديل · وعدّادُ المهلة يبدأ	سحبٌ قبل الاعتماد الأول	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
15	chain.site	site.chain.approve_occurrence	اعتمادُ الموقع — الحلقة الأولى	إدارة الموقع	تسجيل التايم شيت والإنتاج	مديرُ الموقع	approval_chain	ChainSiteApproved	إدارةُ التشغيل	الحلقةُ الثانية تُفتح · ولا يُعدَّل الصفُّ إلا بطلب تغيير حالة	إعادةٌ للتصحيح بسبب	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
16	chain.ops	site.chain.approve_conformity	اعتمادُ التشغيل — الحلقة الثانية	إدارة الموقع	تسجيل التايم شيت والإنتاج	مديرُ التشغيل	approval_chain · attribution	ChainOpsApproved	الموردون · القوى · الأسطول	الإسنادُ نهائيٌّ · وحاوياتُ الموردين تُستهلك · وعدّادُ المعدة يُحدَّث	عكسٌ بقرارِ تغيير حالة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
17	chain.complete	site.chain.execute	اكتمالُ السلسلة الخماسية	إدارة الموقع	تسجيل التايم شيت والإنتاج	الماليةُ إقفالًا	fin_events	ChainCompleted	المالية · المبيعات · الموردون · القوى · الأسطول	إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب	حركةٌ مقابلةٌ بمرجعها	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
18	meter.read	site.meter.create	تسجيلُ قراءة العدّاد	إدارة الموقع	تسجيل التايم شيت والإنتاج	مدخلُ الساعات	meter_readings	MeterUpdated	الأسطول · الصيانة · المالية	العدّادُ يرتفع · ومحرّكُ الوقائية يفحص بلوغَ 250 ساعة · والإهلاكُ يُعاد حسابه	تصحيحٌ موثَّقٌ بمعتمِد	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
19	prod.confirm	site.production.execute	تثبيتُ الكمية المعتمدة من العميل	إدارة الموقع	الإنتاج والقياس	مديرُ التشغيل	production.client_qty · variance	ProductionConfirmed	المبيعات · المالية	الفرقُ يُسجَّل بسببه · والكميةُ المعتمدة تصير أساسَ المستخلص	تسويةٌ بقرارٍ موثَّق	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
20	prod.save	site.production.create	تسجيلُ كمية الإنتاج	إدارة الموقع	الإنتاج والقياس	مدخلُ الساعات	production_records	ProductionRecorded	التشغيل · المبيعات	كميتُنا مسجَّلةٌ بمستندها — وتنتظر اعتمادَ العميل	تعديلٌ قبل الاعتماد	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
21	stop.attribute	ops.stop.assign	إسنادُ التوقف لمسؤوله	إدارة التشغيل	التوقفات وتحديد المتحمل	مديرُ التشغيل	stops · attribution	StopAttributed	المبيعات · الموردون · القوى · المالية	الإسنادُ يحدد: أتُفوتر؟ أتُحتسب وحدةً للمورد؟ أيُحتسب أجرًا؟ — ولا تُقفل واقعةٌ بلا مسؤول	تغييرُ إسنادٍ بطلبٍ وسلّم	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
22	stop.record	ops.stop.create	تسجيلُ توقف	إدارة التشغيل	التوقفات وتحديد المتحمل	مدخلُ الساعات	stops	StopRecorded	التشغيل · الصيانة	زمنُ التوقف يبدأ · والمسؤولُ مبدئيٌّ حتى الإسناد النهائي	تعديلٌ قبل الاعتماد	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
23	period.close	ops.period.close	إقفالُ الفترة التشغيلية	إدارة التشغيل	الإقفال الشهري للوحدة	مديرُ التشغيل	period_close · locks	PeriodClosed	المالية · المبيعات · الموردون · القوى	لا كتابةَ على وحدات الفترة · وبوابةُ الاستحقاق تُفتح · والمستخلصُ يُبنى	فتحُ فترةٍ بقرارِ نائبُ الرئيس التنفيذي المختص	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
24	tech.approve	maint.tech.approve	اعتمادُ الجاهزية الفنية	إدارة الصيانة	جاهزية المعدات للتشغيل	مديرُ الصيانة	readiness	ReadinessApproved	التشغيل · الأسطول · الموقع	المعدةُ تصير قابلةً للتخصيص وتظهر في لوحة الغد	سحبُ الجاهزية بسببٍ فني	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
25	tech.block	maint.tech.suspend	منعُ التشغيل	إدارة الصيانة	جاهزية المعدات للتشغيل	مديرُ الصيانة	readiness.blocked	EquipmentBlocked	التشغيل · الموقع · الأسطول · النقل	التخصيصُ يُرفض بنيويًّا · والقائمُ يُنبَّه لإحلاله · وأمرُ ترحيلٍ للورشة قد يُطلب	رفعُ المنع بجاهزيةٍ جديدة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
26	wo.open	maint.workorder.create	فتحُ أمر عمل	إدارة الصيانة	أوامر الصيانة	مديرُ الصيانة	work_orders · downtime	WorkOrderOpened	التشغيل · الأسطول · الموقع · المخازن	زمنُ التوقف يبدأ «تحت التحقق» · والمتحمّلُ مبدئيٌّ · والمعدةُ غيرُ متاحة	إلغاءٌ بسببٍ ومرجع	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
27	wo.close	maint.workorder.close	إقفالُ أمر العمل	إدارة الصيانة	أوامر الصيانة	مديرُ الصيانة	work_orders · cost_alloc	WorkOrderClosed	المالية · الأسطول · الموردون · التشغيل	التكلفةُ تُحمَّل · وزمنُ التوقف يُثبَّت · والكرتُ يُحدَّث · والجاهزيةُ تُطلب	عكسُ التحميل بحركةٍ مقابلة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
28	trip.order	transport.trip.execute_order	إصدارُ أمر ترحيل	النقل والترحيل	أوامر الترحيل	مديرُ النقل	transfer_orders	TransferOrdered	الأسطول · الموقع · القوى · الصيانة	المعدةُ «قيد الترحيل» · والموقعُ المستقبِلُ يُخطَر · ولا يبدأ بلا تصريحٍ ساري	إلغاءٌ بسببٍ ورفعُ العلامة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
29	trip.arrive	transport.trip.execute_arrive	تأكيدُ الوصول	النقل والترحيل	أوامر الترحيل	مشرفُ الموقع	transfer.arrived · equipment.location	TransferArrived	النقل · الأسطول · التشغيل	موقعُ المعدة يتغير في الكرت · وتصير متاحةً للتخصيص · والرحلةُ تُقفل تكلفيًّا	اعتراضٌ على نقصٍ ببلاغ	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
30	trip.cost	transport.trip.execute_cost	تحميلُ تكلفة الرحلة	النقل والترحيل	إقفال الأمر وتحميل تكلفته	المالية	transfer_cost · cost_alloc	TransferCosted	المالية · التشغيل · المبيعات	قاعدةُ الستين يومًا تحسم: العميلُ أو الشركة · والمشروعُ يرى الكلفة	عكسُ التحميل بحركةٍ مقابلة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
31	rfq.award	procurement.rfq.execute	ترسيةُ العرض الفائز	إدارة المشتريات	طلب العروض ومقارنتها	مديرُ المشتريات	rfq_awards · quotas	RFQAwarded	الموردون · المالية · المخازن	حصةُ المورد تُخصَّص بقيد Σ ≤ التزامُ العقد · وأمرُ الشراء يُفتح · والخاسرون يُخطَرون	إلغاءُ ترسيةٍ بقرارٍ وسبب	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
32	rfq.send	procurement.rfq.submit_send	إرسالُ طلب عروضٍ للموردين	إدارة المشتريات	طلب العروض ومقارنتها	المشتريات	rfq · rfq_invites	RFQSent	الموردون	كلُّ موردٍ يرى طلبَه وحدَه — والعروضُ معزولةٌ بعضُها عن بعض	إلغاءُ الطلب وإخطارُ المدعوين	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
33	rfq.quote	procurement.rfq.submit_quote	تقديمُ عرضٍ من المورد	إدارة المشتريات	طلب العروض ومقارنتها	المورد	rfq_quotes	QuoteSubmitted	المشتريات	العرضُ يُسجَّل مقفلًا حتى موعد الفتح — ولا يراه موردٌ آخر	سحبُ العرض قبل الفتح	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
34	po.issue	procurement.po.execute	إصدارُ أمر شراء	إدارة المشتريات	أوامر الشراء	مديرُ المشتريات	purchase_orders · commitments	PurchaseOrderIssued	المخازن · المالية · الموردون	المخزنُ ينتظر الاستلام · والالتزامُ يُسجَّل في الموازنة · ولا يصدر بلا اعتمادٍ مالي	إلغاءٌ وتحريرُ الالتزام	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
35	po.receive.partial	procurement.po.receive	استلامٌ جزئيٌّ لأمر	إدارة المشتريات	أوامر الشراء	المخازن	goods_receipts	PartialReceipt	المشتريات · المالية	الكميةُ المستلَمة تدخل المخزون · والباقي يبقى منتظرًا · والمطابقةُ تنتظر الاكتمال	إرجاعٌ بسندٍ مقابل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
36	stock.receive	inventory.stock.execute_receive	إدخالُ مواد للمخزن	إدارة المخازن	أرصدة المخزون بحالاتها	أمينُ المخزن	stock_moves	StockReceived	المشتريات · المالية · الصيانة	الرصيدُ يرتفع «متاحًا» · وأمرُ الشراء يُقفل استلامًا · والحجزُ المعلَّق يُنفَّذ	إرجاعٌ للمورد بسندٍ مقابل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
37	stock.reorder	inventory.stock.execute_reorder	بلوغُ حدِّ إعادة الطلب	إدارة المخازن	أرصدة المخزون بحالاتها	النظام	reorder_alerts	ReorderTriggered	المشتريات · الصيانة	طلبُ شراءٍ يُقترح آليًّا · والقطعةُ الحرجةُ تُنبَّه للصيانة	تجاهلٌ بقرارٍ مسجَّل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
38	stock.reserve	inventory.stock.execute_reserve	حجزُ صنفٍ لأمر	إدارة المخازن	أرصدة المخزون بحالاتها	الصيانة	stock_reservations	StockReserved	المخازن · الصيانة	المتاحُ ينقص والمحجوزُ يرتفع · وأمرُ العمل يعرف أن قطعتَه محجوزة	تحريرُ الحجز بانتهاء الأمر	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
39	stock.issue	inventory.stock.disburse	صرفُ مواد بسند	إدارة المخازن	صرف مواد من المخزن	أمينُ المخزن	stock_moves · custody · cost_alloc	StockIssued	الصيانة · المالية · المشتريات · الموقع	الرصيدُ ينخفض · وعهدةٌ تُفتح باسم المستلم · والتكلفةُ تُحمَّل على الأمر أو المشروع · وإن بلغ الحدَّ وُلّد طلبُ شراء	إرجاعٌ بسندٍ مقابل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
40	stock.count	inventory.stock.close	إقفالُ محضر جرد	إدارة المخازن	الجرد ومعالجة الفروقات	مديرُ المخازن	stock_count · adjustments	StockCounted	المالية	الفرقُ يُسجَّل بسببه · وقيدُ تسويةٍ يُولَّد · والدفتريُّ يساوي الفعليّ	عكسُ التسوية بقيدٍ مقابل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
41	contract.activate	sales.contract.activate	تفعيلُ العقد	المبيعات والعقود	عقود العملاء	المديرُ التنفيذي	contracts.state · obligations	ContractActivated	التشغيل · الموردون · المالية	الحاويةُ الرئيسية تُولَّد · والتغطيةُ تُفتح للتخصيص · وخطةُ الدفع تدخل التدفق	إنهاءٌ أو تعليقٌ بقرار	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
42	supplier.activate	suppliers.supplier.activate	تفعيلُ مورد	إدارة الموردين	سجل الموردين	مديرُ الموردين	suppliers.state · docs	SupplierActivated	التشغيل · المشتريات · المالية	الحارسُ يفحص الوثائقَ السارية · ويصير قابلًا للتعاقد والتخصيص	تعطيلٌ بسببٍ مكتوب	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
43	supplier.evaluate	suppliers.supplier.execute	تقييمُ مورد	إدارة الموردين	سجل الموردين	مديرُ الموردين	supplier_ratings	SupplierEvaluated	المشتريات · التشغيل	التقييمُ يؤثر في الترسية القادمة · والمتدنّي يُقيَّد أو يُعلَّق	إعادةُ تقييمٍ بدورة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
44	quota.allocate	suppliers.quota.assign	تخصيصُ حصةٍ لمورد	إدارة الموردين	حصص الموردين من العقود	مديرُ الموردين	supplier_quotas	QuotaAllocated	التشغيل · المبيعات · المالية	الحارسُ يفحص Σ الحصص ≤ التزامُ العقد · والتخصيصُ الميدانيُّ يُقيَّد بها	سحبُ حصةٍ بتاريخٍ وسبب	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
45	quota.consume	suppliers.quota.execute	استهلاكُ حصةٍ باعتماد وحدة	إدارة الموردين	حصص الموردين من العقود	النظام	quota_ledger	QuotaConsumed	الموردون · التشغيل	الرصيدُ المتاحُ من الحصة ينقص · وبلوغُ السقف يمنع تخصيصًا جديدًا	عكسٌ بتغيير حالة الوحدة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
46	settle.approve	suppliers.settlement.approve	اعتمادُ تسوية المورد	إدارة الموردين	تسويات ومستحقات الموردين	مديرُ الموردين	settlements · payables	SettlementApproved	المالية	الذمةُ الدائنةُ تُسجَّل · وطلبُ الدفع يُفتح · والكشفُ الشهريُّ يُحدَّث	اعتراضٌ ببندٍ أو عكسٌ بحركة	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
47	op.assign	workforce.op.assign	تكليفُ مشغّلٍ على معدة	القوى التشغيلية	تكليف المشغّل على المعدة	مديرُ القوى	operator_assignments	OperatorAssigned	التشغيل · الموقع · الأسطول · الموارد	الحارسُ يفحص التأهيلَ والرخصةَ · والتايم شيتُ يقبل هذا المشغّل على هذه المعدة · وسجلُّ القيادة يُحدَّث	إنهاءُ تكليفٍ بتاريخ	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
48	asset.create	fleet.asset.create	إنشاءُ كرت معدة	إدارة الأسطول	سجل المعدات	مسجّلُ الأصل	equipments · asset_register	AssetCreated	الصيانة · التشغيل · المالية · التمويل	كرتٌ بكودٍ دائم · وطلبُ تفتيشٍ أوليٍّ يُفتح · وأصلٌ يدخل السجلَ بلا إهلاكٍ حتى التفعيل	استبعادٌ موثَّق	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
49	asset.dispose	fleet.asset.execute	إخراجُ معدةٍ من الخدمة	إدارة الأسطول	سجل المعدات	المديرُ المالي	asset_register · fin_events	AssetDisposed	المالية · التشغيل · الصيانة · التمويل	الإهلاكُ يتوقف · والقيمةُ تُقفل · والتخصيصاتُ تُنهى · والحصصُ تُغلق	عكسٌ بقرارٍ وقيدٍ مقابل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
50	payroll.approve	hr.payment.approve	اعتمادُ المسيّر	الموارد البشرية	مسيّر الرواتب	المديرُ المالي	payroll · payables · fin_events	PayrollApproved	المالية · الموارد · القوى	الاستحقاقُ يُقيَّد · وأمرُ الدفع يُفتح · والخصوماتُ تُرحَّل · والسلفُ تُستقطع	عكسُ المسيّر بقيدٍ مقابل	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
51	fin.entitle	finance.finance.compute_entitle	توليدُ الاستحقاق	المالية والخزينة	توليد المستحق من العمل المعتمد	المديرُ المالي	fin_events · receivables · payables	EntitlementGenerated	المبيعات · الموردون · القوى · التمويل	إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة	قيدٌ عاكسٌ بمرجعه	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
52	pay.request	finance.payment.create	إنشاءُ طلب دفع	المالية والخزينة	طلبات الدفع والسداد	الإدارةُ الطالبة	payment_requests · budget_check	PaymentRequested	المالية · الميزانية	الحارسُ يفحص المتاحَ في الميزانية · والطلبُ يدخل سلّمَ الاعتماد بسقفه	سحبٌ قبل الاعتماد	✔	✔	✔	✔	◐ معلَّقُ الربطِ معلَنٌ	✔	✔	◐ يحتاج مقارنةً بالكود الحيّ	لا	معلَّقُ الربطِ — 228 من 242
