#	الرمز	الملف	مسارُ المصدر	sha256 — البصمةُ الحاكمة	md5_legacy	الحجم (بايت)	آخرُ تعديل	الحالة	الصفةُ الدقيقة	الأداةُ التي تقرؤه	سببُ الإدراج أو الاستبعاد	الوجهةُ في الحزمة	الحكمُ والملاحظة
11	E-01	E-01 — محرّك الأحداث المالية والأثر المحاسبي.docx	/mnt/user-data/outputs/E-01 — محرّك الأحداث المالية والأثر المحاسبي.docx	1033cf84008c9a4d0bcd8a44c3f7b228ab16869657ed5e1ccc3fff9cfc708f01	dcb322e7	30313	2026-08-07 05:32	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
12	E-02	E-02 — محرّك دورة الوحدة والتايم شيت.docx	/mnt/user-data/outputs/E-02 — محرّك دورة الوحدة والتايم شيت.docx	f20289c7dd3cd676b63a92d93fe5a3a4c4782025e649c7f7c31f5b0f23469649	47d54524	34206	2026-08-06 07:02	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
13	E-03	E-03 — محرّك تجربة المستخدم والشاشات.docx	/mnt/user-data/outputs/E-03 — محرّك تجربة المستخدم والشاشات.docx	38e21d285faf2656b9da09f377555bcbf563a6c81645a5dcdfee83ca701bdc21	b5c53f34	91009	2026-08-06 07:03	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
14	E-04	E-04 — محرّك الصلاحيات والتكليفات.docx	/mnt/user-data/outputs/E-04 — محرّك الصلاحيات والتكليفات.docx	e0b4bd6a2f066651cfd5e65aa9836f2cea8111919009fca1871d4e6d26c010c1	bdcbd5a3	39232	2026-08-07 05:32	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
15	E-05	E-05 — محرّك الهوية والحسابات والكيانات.docx	/mnt/user-data/outputs/E-05 — محرّك الهوية والحسابات والكيانات.docx	03e801f1890b705d6061c8bcbc373e944e0910f08b2c0694e59f0f50ff4c03b9	b38bc3f0	25372	2026-08-06 07:03	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
16	E-06	E-06 — محرّك الاختبارات والتسليم.docx	/mnt/user-data/outputs/E-06 — محرّك الاختبارات والتسليم.docx	c23415c0d6f2ccd3b14d158a2738588d400cb0d40b39da48a7171a7b0722ed70	1bd324db	23288	2026-08-06 07:03	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
17	E-07	E-07 — محرّك إدارة الإصدارات والنشر.docx	/mnt/user-data/outputs/E-07 — محرّك إدارة الإصدارات والنشر.docx	1af7c634409101e978e458fd2ce8cbcce34895ee9e482af619d35ebb5726b86c	ec81742b	29340	2026-08-06 07:03	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
18	E-08	E-08 — طبقة العقود الموحّدة.docx	/mnt/user-data/outputs/E-08 — طبقة العقود الموحّدة.docx	e8829372c79820ad8e25b952e9ae42d471c271bd3adeea9438a28c5f0695b9ec	a08f6ab5	46041	2026-08-07 05:32	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
19	E-09	E-09 — النموذج التشغيلي والحاويات والحصص.docx	/mnt/user-data/outputs/E-09 — النموذج التشغيلي والحاويات والحصص.docx	7c8b7b4d8c1c6efa1e2da568a7fab817a49c8de6627640f58f61ff64e272693b	3990bbf6	62672	2026-08-07 05:32	نافذةٌ — محرّكٌ عرضي	محرّكٌ يخدم كلَّ الإدارات	لا أداة	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات	—	مُدرَجٌ — تُحيل إليه وثائقُ الإدارات
20	FLT-01	FLT-01 — شجرة الأعطال الشاملة.xlsx	/mnt/user-data/outputs/FLT-01 — شجرة الأعطال الشاملة.xlsx	ee7397deedb3ef920b9ee22408b8b245226ca9e30e1e7ca9b60707b4147392d7	c71d2d41	94844	2026-08-04 13:09	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
21	FLT-A	FLT-A — أعطال الحفارات والمعدات الثقيلة.xlsx	/mnt/user-data/outputs/FLT-A — أعطال الحفارات والمعدات الثقيلة.xlsx	df398a4bcbec36b55792e6f10705881d5611d395c0b71794b4a5dbd9affe7160	75244c6a	75665	2026-08-04 13:49	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
22	FLT-B	FLT-B — أعطال القلابات والمتحركات.xlsx	/mnt/user-data/outputs/FLT-B — أعطال القلابات والمتحركات.xlsx	99a2645fa1bbb0a1c434dd30390dc49470c42a4cc5051ec4b927b3cd0d1a9776	2905dace	71594	2026-08-04 13:49	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
23	FLT-C	FLT-C — أعطال مكينات التخريم.xlsx	/mnt/user-data/outputs/FLT-C — أعطال مكينات التخريم.xlsx	8e49ee3ddd7a327d3a3ddcebbba2bf71b928bfb4d87c87e0f5eacf7d9983a1dd	2ff3efa5	80410	2026-08-04 13:49	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
24	INJAZ-CORE-01	INJAZ-CORE-01 — الدستور والمعمارية والحوكمة.docx	/mnt/user-data/outputs/INJAZ-CORE-01 — الدستور والمعمارية والحوكمة.docx	14e4bbb25805f2183e5777c46ee92830515df884fa32f8fc1a922616c19ae824	f4de25db	52597	2026-08-07 04:52	نافذةٌ — الحزمةُ الحاكمة	وثيقةٌ حاكمةٌ عليا	لا أداة	مُدرَجٌ — المرتبةُ الأعلى في الحزمة	—	مُدرَجٌ — المرتبةُ الأعلى في الحزمة
25	INJAZ-DELIVERY-01	INJAZ-DELIVERY-01 — التنفيذ والتتبع والاختبار والتشغيل.docx	/mnt/user-data/outputs/INJAZ-DELIVERY-01 — التنفيذ والتتبع والاختبار والتشغيل.docx	d839cf3217d853f92a57963eed470c336e1cf20ed1fd9fc3e34fe93fb1ed202e	d6c5397e	42539	2026-08-07 04:52	نافذةٌ — الحزمةُ الحاكمة	وثيقةٌ حاكمةٌ عليا	لا أداة	مُدرَجٌ — المرتبةُ الأعلى في الحزمة	—	مُدرَجٌ — المرتبةُ الأعلى في الحزمة
26	INJAZ-FRD-01	INJAZ-FRD-01 — المتطلبات الوظيفية الموحّدة.docx	/mnt/user-data/outputs/INJAZ-FRD-01 — المتطلبات الوظيفية الموحّدة.docx	472b8274b01e028cd1d9b19a02c804984fb4d85f2a897d866cb09b1619be6583	4a2f5785	92236	2026-08-07 04:52	نافذةٌ — الحزمةُ الحاكمة	وثيقةٌ حاكمةٌ عليا	لا أداة	مُدرَجٌ — المرتبةُ الأعلى في الحزمة	—	مُدرَجٌ — المرتبةُ الأعلى في الحزمة
27	INJAZ-MASTER-MAP.xlsx	INJAZ-MASTER-MAP.xlsx	/mnt/user-data/outputs/INJAZ-MASTER-MAP.xlsx	82868b25fc87a0cba1256626a5236484130eb2286cefdf8f293c6ec5728f40a2	9de504f0	1033522	2026-08-07 04:35	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
28	INJAZ-UX-01	INJAZ-UX-01 — الشاشات وتجربة المستخدم والنظام التصميمي.docx	/mnt/user-data/outputs/INJAZ-UX-01 — الشاشات وتجربة المستخدم والنظام التصميمي.docx	972ea30aacbc15d3137e4596c6d4cff569918a5ae48c3becbe3d90304b8d2bf1	13972016	50215	2026-08-07 04:52	نافذةٌ — الحزمةُ الحاكمة	وثيقةٌ حاكمةٌ عليا	لا أداة	مُدرَجٌ — المرتبةُ الأعلى في الحزمة	—	مُدرَجٌ — المرتبةُ الأعلى في الحزمة
29	LST-01	LST-01 — قوائم الاختيار وشجرة الأعطال.xlsx	/mnt/user-data/outputs/LST-01 — قوائم الاختيار وشجرة الأعطال.xlsx	be812c8c334a240155dd2ddf0b4371f3977f787441a4e4bd89d44cf554e3cde6	a9e1273b	86676	2026-08-04 13:01	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
30	M-00	M-00 — مكتب الرئيس التنفيذي والنواب.docx	/mnt/user-data/outputs/M-00 — مكتب الرئيس التنفيذي والنواب.docx	04e2c429f61a0d9d7a3fe1f66601e288c13293353975a33f5b0b176104881718	a2ac8d52	45421	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
31	M-01	M-01 — إدارة التشغيل.docx	/mnt/user-data/outputs/M-01 — إدارة التشغيل.docx	d55e7558541232a3ee61e0378365ca2504df698196ebea178940ed32431bed8e	37ffac21	110411	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
32	M-02	M-02 — إدارة الموقع.docx	/mnt/user-data/outputs/M-02 — إدارة الموقع.docx	de1aab8533f2de71f96ff687f499cb0155fb2c6bd7371d821bc4852961b9e830	623caaca	61304	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
33	M-03	M-03 — إدارة الصيانة.docx	/mnt/user-data/outputs/M-03 — إدارة الصيانة.docx	1996439ea33f4456bfa82502032ffab148fad8cf05b4aedbfe5b46b70019a6ad	a9eb812f	87247	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
34	M-04	M-04 — القوى التشغيلية.docx	/mnt/user-data/outputs/M-04 — القوى التشغيلية.docx	15aedebbbe2258b80c1012cfa40f462de4bf55a04c6cf7abdef674de6f677510	8402dfa0	68308	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
35	M-05	M-05 — إدارة المشتريات التشغيلية.docx	/mnt/user-data/outputs/M-05 — إدارة المشتريات التشغيلية.docx	37e56a6c549b9d593cd94d0cd916b101c54fe52dafa5c87179cd506b82c11290	f8e202b3	68629	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
36	M-06	M-06 — إدارة المخازن.docx	/mnt/user-data/outputs/M-06 — إدارة المخازن.docx	290b3f367231dfafc5e7e9e61934cdc5aa85d3c79313bbe62ee094a8e8b41eb9	89fed7e3	67499	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
37	M-07	M-07 — النقل والترحيل.docx	/mnt/user-data/outputs/M-07 — النقل والترحيل.docx	cbc451505dd80083403cecfb6b04ff101f64f5e37c27eb9bfaae2f2dc3bd6e5c	ab8b62cd	59710	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
38	M-08	M-08 — المبيعات والعقود.docx	/mnt/user-data/outputs/M-08 — المبيعات والعقود.docx	d4edc7efd71354b56ea83fd63c4b460c4226242d6add3b6f05f556540157c791	3812e258	106290	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
39	M-09	M-09 — إدارة الموردين.docx	/mnt/user-data/outputs/M-09 — إدارة الموردين.docx	e4697709676c918d1513e9e00a84164567f2ece95de6a20420d4b07c5b141092	7f5582fa	92836	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
40	M-10	M-10 — المالية والخزينة.docx	/mnt/user-data/outputs/M-10 — المالية والخزينة.docx	379cf908f0ef7a85ed45ea79d3f4d6784ac97d6963c4e284d6a5af3f8bd6328a	d9aeb171	122554	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
41	M-11	M-11 — التمويل والملكية.docx	/mnt/user-data/outputs/M-11 — التمويل والملكية.docx	8d84469dafe561572e04829ee871ddef57de8bebfa252d8f25f8c1f68606a536	517ea223	70476	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
42	M-12	M-12 — إدارة الأسطول.docx	/mnt/user-data/outputs/M-12 — إدارة الأسطول.docx	406bd299363eb6339d5c27a80e790a24f148e3ac2a177d8e96ceb72de46e592f	e6d99f28	93775	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
43	M-13	M-13 — الموارد البشرية.docx	/mnt/user-data/outputs/M-13 — الموارد البشرية.docx	92d524a4782efc20cef388e379b90fa51918b65f1afa91661c70c81f93485d88	0b87e2b0	78294	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
44	M-14	M-14 — الحوكمة والالتزام.docx	/mnt/user-data/outputs/M-14 — الحوكمة والالتزام.docx	682afef2cffe5f2a20c25a5545df7da4b048eee2a04418b6d69c27ed6bb8923c	106d614d	111772	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
45	M-15	M-15 — مركز البلاغات.docx	/mnt/user-data/outputs/M-15 — مركز البلاغات.docx	953b09dd610747f5cd61df4393eb4e2c37b211905eee6569b4f76042b9ce9431	573e8ca2	92222	2026-08-07 05:25	نافذةٌ — وثيقةُ إدارةٍ شاملة	وحدةٌ تنظيمية	لا أداة	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة	—	مُدرَجٌ — مكتفيةٌ بذاتها لبناء الوحدة
46	NAV-03	NAV-03 — الشاشات مرتَّبةً بالدورة المستندية.xlsx	/mnt/user-data/outputs/NAV-03 — الشاشات مرتَّبةً بالدورة المستندية.xlsx	1d18180b527527d896e6de1f863abc805f389701d974097d1ac94779fc052f36	e85a5d23	45373	2026-08-03 19:14	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
47	NAV-04	NAV-04 — الشاشات مرتَّبةً بالدورة المستندية (شامل).xlsx	/mnt/user-data/outputs/NAV-04 — الشاشات مرتَّبةً بالدورة المستندية (شامل).xlsx	65e826d96414e28ad7afb60e317591cc515b2069d228b8097f45a81d340854a1	f0479961	93278	2026-08-03 19:28	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
48	NAV-05	NAV-05 — الشاشات بأسمائها الواضحة.xlsx	/mnt/user-data/outputs/NAV-05 — الشاشات بأسمائها الواضحة.xlsx	156f14225a5907b56de6a1f4c9e13e45ee9fd5d8c8077a8b97df7988561dd56e	5dd29234	103130	2026-08-03 19:40	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
49	NAV-06	NAV-06 — الشاشات بالعرض المتعدد.xlsx	/mnt/user-data/outputs/NAV-06 — الشاشات بالعرض المتعدد.xlsx	496b40fb6eadca82ddcad76834129e3a399f661482cc026f61567fda58d6fffc	dbb7c2c2	81590	2026-08-03 20:15	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
50	NAV-07	NAV-07 — نظام الشاشات الكامل.xlsx	/mnt/user-data/outputs/NAV-07 — نظام الشاشات الكامل.xlsx	c7455e7b437269e7ef61a7095d2ea860268f541b89aae7bc6f07e620c06a48f0	f2054763	109827	2026-08-03 20:34	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
51	NAV-08	NAV-08 — نظام الشاشات النافذ بخريطة الأثر.xlsx	/mnt/user-data/outputs/NAV-08 — نظام الشاشات النافذ بخريطة الأثر.xlsx	68760fb5f2ff9af842816ae454703e658e28b853e36dd80ff0cedeeb5fb7f751	3010fde8	115948	2026-08-03 22:07	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
52	NAV-09	NAV-09 — نظام الشاشات النافذ (موسَّع).xlsx	/mnt/user-data/outputs/NAV-09 — نظام الشاشات النافذ (موسَّع).xlsx	77c70877bf16dda3d246a32619554e6757bb19d742d5eaf42e1b2acc0be12890	89442ba4	295614	2026-08-04 07:29	ملفٌّ حيٌّ — يبقى مستقلًّا	مصدرُ تشغيلٍ وتوليدٍ حي	المولِّدُ — nav09_verify · nav_items	مُدرَجٌ ولا يُدمج — أداةٌ آليةٌ تقرؤه	—	مُدرَجٌ ولا يُدمج — أداةٌ آليةٌ تقرؤه
53	REG-00	REG-00 — سجل المصادر والمتطلبات.xlsx	/mnt/user-data/outputs/REG-00 — سجل المصادر والمتطلبات.xlsx	9bf84c403cdf82fc32d5de79ca0312fecf74acc31e9b53126ae899f65962cc40	2789c86f	566757	2026-08-03 18:13	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
54	REG-01 v0.2	REG-01 v0.2 — التصنيف الآلي الأولي قبل المراجعة.xlsx	/mnt/user-data/outputs/REG-01 v0.2 — التصنيف الآلي الأولي قبل المراجعة.xlsx	68f2e5cebe4cb6882c69b0523673320e35ae65b75d386719cf0b80c91c3fcbf7	086194dd	613466	2026-08-03 17:40	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
55	REG-01 v0.3	REG-01 v0.3 — بعد مراجعة التصنيف.xlsx	/mnt/user-data/outputs/REG-01 v0.3 — بعد مراجعة التصنيف.xlsx	8b54404cd979434a4b4647c368a8b1e4bfaaf2168a9e7713d505c7a72ec3cccb	f770b58c	740328	2026-08-03 17:40	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
56	REG-01 v0.4	REG-01 v0.4 — بعد إصلاح البنية.xlsx	/mnt/user-data/outputs/REG-01 v0.4 — بعد إصلاح البنية.xlsx	a184c5f4868967bde6537d40fcd3fae384cd6dfd0a7b034e51eaf2c40c379531	447ca89b	783299	2026-08-03 17:40	مرجعُ بيانات	ملفُّ تحليلٍ أو مصفوفة	لا أداة	مُدرَجٌ مرجعًا	INJAZ-MASTER-MAP	مُدرَجٌ مرجعًا
