مكتب الرئيس التنفيذي والنواب	مركز العمل	الاعتمادات والمسائل المرفوعة	موافقات التكليف على المسميات القيادية	موافقات التكليف على المسميات القيادية	ceo_appointments.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	◆ انتقالُ حالة	مستندٌ يُعتمد بلا مستندٍ رسميٍّ مسمًّى	عالٍ	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	مركز العمل	الاعتمادات والمسائل المرفوعة	المسائل المحجوزة للرئيس التنفيذي	المسائل المحجوزة للرئيس التنفيذي	ceo_reserved.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	◆ انتقالُ حالة	مستندٌ يُعتمد بلا مستندٍ رسميٍّ مسمًّى	عالٍ	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	القرارات المحجوزة	العقود والالتزامات المحجوزة أو المصعَّدة	العقود والالتزامات المحجوزة أو المصعَّدة	ceo_contracts.php	لا	العقد	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	عقدٌ نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	القرارات المحجوزة	مراجعة العقود وملاحظاتها	مراجعة العقود وملاحظاتها	contract_review.php	لا	العقد	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	عقدٌ نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	القرارات المحجوزة	سجل العقود الموحَّد	سجل العقود الموحَّد	contract_registry.php	لا	العقد	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	عقدٌ نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	التأسيس والهيكل المؤسسي	نماذج العمل ووحدات القياس	نماذج العمل ووحدات القياس	business_models.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	نموذج عملٍ معتمد	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	التأسيس والهيكل المؤسسي	الموازنة العامة	الموازنة العامة	budget_master.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	نموذج عملٍ معتمد	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	التأسيس والهيكل المؤسسي	قرار فتح مشروع جديد	قرار فتح مشروع جديد	project_charter.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	قرارُ فتح مشروع · تعيينُ مدير موقع	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	التأسيس والهيكل المؤسسي	الهيكل التنظيمي والمسميات	الهيكل التنظيمي والمسميات	org_structure.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	قرارُ فتح مشروع · تعيينُ مدير موقع	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	التأسيس والهيكل المؤسسي	التكليفات التنظيمية	التكليفات التنظيمية	org_assignments.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	قرارُ فتح مشروع · تعيينُ مدير موقع	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	الأداء المؤسسي	القوائم المالية	القوائم المالية	fin_statements.php	نعم — يوحَّد مع نظيرِه	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	— قراءةٌ عليا	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	الأداء المؤسسي	هامش الربح للعقد والواقعة	هامش الربح للعقد والواقعة	margin.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	— قراءةٌ عليا	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	الأداء المؤسسي	إنجاز الإدارة	إنجاز الإدارة	dept_achievement.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	— قراءةٌ عليا	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	دورة الإدارة	الأداء المؤسسي	مؤشرات البلاغات	مؤشرات البلاغات	ticket_kpi.php	لا	البلاغ	ملفُّ البلاغ	تبويبٌ في ملفِّ الكيانِ الأم	قالبُ ملفِّ الكيان	تبويباتُ الرحلة · الخطُّ الزمنيّ · وسمُ الحالة · بطاقاتُ مؤشرٍ مضغوطة	سجلٌّ أو إعداد	— قراءةٌ عليا	مرشَّحةٌ للدمجِ في ملفِّ الكيانِ الأم	متوسط	تُدمج تبويبًا	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	المرجع والإدارة	الحوكمة والضوابط	المخاطر والقرارات العليا	المخاطر والقرارات العليا	ceo_risk.php	لا	الخطر	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	قرارُ إدارةٍ عليا	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	المرجع والإدارة	الحوكمة والضوابط	المخاطر التجارية	المخاطر التجارية	commercial_risks.php	لا	الخطر	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	قرارُ إدارةٍ عليا	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	المرجع والإدارة	الحوكمة والضوابط	المخاطر المؤسسية	المخاطر المؤسسية	risk_dept_ceo.php	لا	الخطر	—	منظر	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	قارئة	قراءة	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	المرجع والإدارة	إعدادات النظام وبصمة الإصدار	وضع التأسيس وإغلاقه	وضع التأسيس وإغلاقه	founding_mode.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	محضرُ إغلاقٍ · بصمةُ إصدار	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	المرجع والإدارة	إعدادات النظام وبصمة الإصدار	بصمة الإصدار وتقرير النشر	بصمة الإصدار وتقرير النشر	release_stamp.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	محضرُ إغلاقٍ · بصمةُ إصدار	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
مكتب الرئيس التنفيذي والنواب	المرجع والإدارة	التقارير والتحليلات	حوكمة مكتبُ الرئيس التنفيذي والنواب	حوكمة مكتبُ الرئيس التنفيذي والنواب	gov_dept_ceo.php	لا	—	—	منظر	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	قارئة	قراءة	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	مركز العمل	مركز العمل	مهامي	مهامي	my_tasks.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	— عرض	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	مركز العمل	مركز العمل	إنجازي	إنجازي	my_achievement.php	لا	—	—	منظر	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	قارئة	— عرض	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	مركز العمل	مركز العمل	بوابتي	بوابتي	my_portal.php	لا	—	—	منظر	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	قارئة	— عرض	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	مركز العمل	مركز العمل	طلباتي	طلباتي	my_requests.php	لا	—	—	فعل	قالبُ الفعلِ والاعتماد	مكوّنُ الانتقال · حوارُ التأكيد · بطاقةُ اعتماد	مستندٌ يُعتمد	— عرض	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	مركز العمل	مركز العمل	المراسلات	المراسلات	messages.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	— عرض	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	مركز العمل	البلاغات والمهل	بلاغات إدارتي	بلاغات إدارتي	tickets_dept.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	طلب تغيير حالة	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	مركز العمل	البلاغات والمهل	أبلغ عن مشكلة من هذه الشاشة	أبلغ عن مشكلة من هذه الشاشة	ticket_open.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	طلب تغيير حالة	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الهيكل والأدوار	حسابات المستخدمين	حسابات المستخدمين	users.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	عقد موظف · محضر مباشرة	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الهيكل والأدوار	الأدوار وقوالب صلاحياتها	الأدوار وقوالب صلاحياتها	roles.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	حساب · قالب صلاحيات	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الهيكل والأدوار	حسابات بوابة الأطراف الخارجية	حسابات بوابة الأطراف الخارجية	portal_users.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	حساب · قالب صلاحيات	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الهيكل والأدوار	المعاونون والنيابة المؤقتة	المعاونون والنيابة المؤقتة	assistants.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	حساب · قالب صلاحيات	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الهيكل والأدوار	الهيكل التنظيمي والمسميات	الهيكل التنظيمي والمسميات	org_structure.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	قرارُ فتح مشروع · تعيينُ مدير موقع	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الهيكل والأدوار	التكليفات التنظيمية	التكليفات التنظيمية	org_assignments.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	قرارُ فتح مشروع · تعيينُ مدير موقع	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	التفويض والإنابة والصلاحيات	التفويض بالتوقيع	التفويض بالتوقيع	delegations.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	اعتمادٌ أعلى	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	سلاليم الاعتماد والسقوف	سلاليم الاعتماد وتعريفها	سلاليم الاعتماد وتعريفها	gov_ladders.php	لا	—	—	فعل	قالبُ الفعلِ والاعتماد	مكوّنُ الانتقال · حوارُ التأكيد · بطاقةُ اعتماد	مستندٌ يُعتمد	◆ انتقالُ حالة	مستندٌ يُعتمد بلا مستندٍ رسميٍّ مسمًّى	عالٍ	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	سلاليم الاعتماد والسقوف	خطوات السلالم المسجَّلة	خطوات السلالم المسجَّلة	gov_ladder_steps.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	◆ انتقالُ حالة	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	سلاليم الاعتماد والسقوف	وضع التدريب وسيناريوهاته	وضع التدريب وسيناريوهاته	training_mode.php	لا	—	—	شاشةٌ مستقلة	قالبُ المستندِ ودورتِه	شبكةُ النموذج · شريطُ الحفظِ اللاصق · مكوّنُ الانتقال · سجلُّ النشاط	مستندٌ يُعتمد	◆ انتقالُ حالة	مستندٌ يُعتمد بلا مستندٍ رسميٍّ مسمًّى	عالٍ	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الكيانات والتراخيص	سجل الشركات والكيانات	سجل الشركات والكيانات	entities.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	نموذج بمعالجته · ممول	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الكيانات والتراخيص	سجل الأسماء المعتمدة	سجل الأسماء المعتمدة	canonical_names.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	سجل كيان · علاقة ملكية	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الكيانات والتراخيص	علاقات الملكية بين الكيانات	علاقات الملكية بين الكيانات	ownership_links.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	نموذج بمعالجته · ممول	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الكيانات والتراخيص	التراخيص والكفالات	التراخيص والكفالات	licenses.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	عقد نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الالتزام والامتثال	تصنيف قواعد المنع	تصنيف قواعد المنع	guards.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	حماية مصنَّفة · استثناء نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الالتزام والامتثال	سياسات الحقول الحساسة	سياسات الحقول الحساسة	sensitive_fields.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	حماية مصنَّفة · استثناء نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الالتزام والامتثال	طلبات الاستثناء	طلبات الاستثناء	exceptions.php	لا	—	—	فعل	قالبُ الفعلِ والاعتماد	مكوّنُ الانتقال · حوارُ التأكيد · بطاقةُ اعتماد	مستندٌ يُعتمد	حماية مصنَّفة · استثناء نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
الحوكمة والالتزام	دورة الإدارة	الالتزام والامتثال	صلاحية الطوارئ اللحظية (كسر الزجاج)	صلاحية الطوارئ اللحظية (كسر الزجاج)	break_glass.php	لا	—	—	شاشةٌ مستقلة	قالبُ السجلِّ الجدوليّ	INJAZ DataGrid · الشريطُ الموحَّد · المرشِّحات · المناظرُ المحفوظة · حالاتُ الشاشة	سجلٌّ أو إعداد	حماية مصنَّفة · استثناء نافذ	—	—	تبقى بقالبِها	لم يبدأ	AC-U1 قشرة · AC-U2 مكوّن · AC-U3 حالات
